,PSV
ALB191,0.7867532346641544
ALB202,0.8261866347782304
ALB212,0.8524029197639948
ALB213,0.8527539247530377
ALB220,0.7518949433673141
ALB230,0.8031875099144759
Adana23108,0.8686688448468133
Adana23112,0.8676884905444777
Adana23113,0.9038302872235444
Adana23114,0.8926585042630187
Adana23117,0.851639686776161
Adana23133,0.8659768864087733
Adana23136,0.8618438005188839
Adana23144,0.8879477199655851
Adana23147,0.8266153801157478
Adana23150,0.8570519346226658
AshkenaziJew5704,0.8224429868721312
AshkenaziJew5728,0.7623292320220189
AshkenaziJew5779,0.8182187341896958
AshkenaziJew5782,0.8131061837524256
AshkenaziJew5783,0.6684461468149461
AshkenaziJew5788,0.8122892845656673
AshkenaziJew5790,0.7893706496507122
Aydin18112,0.8763601515448325
Aydin18419,0.8797732480678498
Aydin18483,0.8966542232081056
Aydin18596,0.8898236157061821
Aydin18636,0.8776158070742897
Aydin18784,0.8263399293586611
Aydin18873,0.8628339478996769
BAS22,0.8924167062114855
BAS25,0.8919877026610782
BAS27,0.9173952656319275
BAS28,0.8921111646164962
BAS30,0.8940665981488087
BAS31,0.9070391015351954
BAS32,0.910381994894953
BAS33,0.9166652717399291
BAS35,0.8961429043778586
BEL57,0.9157963686371102
Balikesir16653,0.8881321136500273
Balikesir16675,0.8632845984647224
Balikesir16790,0.87637024281924
Balikesir16837,0.9274429499116298
Balikesir16887,0.8657071541234224
Balikesir17006,0.8842249018008508
BulgarianA1,0.7482944044089066
BulgarianA4,0.8411089298623977
BulgarianB1,0.7966216349769139
BulgarianB4,0.8089011951104143
BulgarianC1,0.8110235322679318
BulgarianD6,0.8533396322400761
BulgarianE2,0.7727551714167119
BulgarianF1,0.8157505512613761
BulgarianF2,0.8294516899934838
BulgarianH2,0.7945132401745137
CRO103,0.9219862350513086
CRO107,0.9194916362649441
CRO153,0.9325408282418781
CRO31,0.9277767619296367
CRO41,0.9280038845987786
CRO47,0.9152950087333055
CRO48,0.9292820000794603
CRO53,0.9269467117255612
CRO66,0.9315436469521441
CRO93,0.9280150358224135
CYP19,0.877515139486261
CYP2,0.8622971118229541
CYP5,0.8716548903078941
Cyprus13AJ19,0.8502954684678317
Cyprus21AJ19,0.8665794842368371
Cyprus22AJ19,0.8810227424130642
Cyprus24AJ19,0.873779390061709
Cyprus2AJ19,0.8802568902338189
Est358,0.9188602920102364
Est372,0.9282730016978951
Est375,0.9148773125942944
Est377,0.9190512727036059
Est380,0.923732750859738
Est391,0.9100427161813731
Est393,0.9070898234598483
Est394,0.9066822940187295
Est397,0.921880835323647
Est400,0.9074150036697356
French23812,0.8719937152191498
French23814,0.890240725093631
French23821,0.8318476705454414
French23830,0.9051343898539059
French23833,0.9287074248476272
French23862,0.726306468040096
French23915,0.8877984217231789
French23919,0.7383306479874994
French23989,0.6889410570680465
French24061,0.9215619499325842
French24075,0.7515191657061634
French24076,0.8861237738758608
French24090,0.9140505060511744
French24118,0.8925866533507381
French24120,0.8662209120936737
French24124,0.7533530026608249
French24144,0.7749340774596014
French24148,0.9085426229421398
French24178,0.6336350853390564
French24247,0.9111349078499411
French24381,0.914358800328557
French24400,0.9085539690396133
French24408,0.8277076724022052
French24433,0.6353495432052825
French24434,0.9026353742111222
French24437,0.8891418839537042
French24690,0.8207827518251085
French24817,0.6658173608554514
French25068,0.8818698978555815
GREEKGRALPOP10,0.8327642821153897
GREEKGRALPOP11,0.7622258138803479
GREEKGRALPOP12,0.7759355038498799
GREEKGRALPOP13,0.8074337640676816
GREEKGRALPOP14,0.7830069184671402
GREEKGRALPOP15,0.8209786963192134
GREEKGRALPOP16,0.8371979092638608
GREEKGRALPOP17,0.7517082089618506
GREEKGRALPOP18,0.8166045524422645
GREEKGRALPOP3,0.8376509973669405
GREEKGRALPOP4,0.8455728403018231
GREEKGRALPOP5,0.8170693410286102
GREEKGRALPOP8,0.8216573766485499
GREEKGRALPOP9,0.8259416914731705
GeorgianJew1577,0.8909263509971697
GeorgianJew1594,0.9118415035803593
GeorgianJew1607,0.8960976990827381
GeorgianJew1654,0.8909210293461359
GeorgianJew1671,0.890212571148399
GeorgianJew1883,0.8962824416374333
GeorgianJew1971,0.8769580786738926
HG00103,0.9153681683715574
HG00104,0.9017465614177762
HG00105,0.9216311095621821
HG00106,0.9031826026448255
HG00126,0.9223854816617417
HG00128,0.9171725077544755
HG00129,0.9267544916750662
HG00130,0.9078614624039496
HG00131,0.9108885534061746
HG00160,0.9024412398372246
HG00171,0.9280090711467596
HG00173,0.9322017379174886
HG00174,0.9343720932963282
HG00182,0.9391857045168607
HG00183,0.9277535480902741
HG00190,0.909292919388126
HG00231,0.9113648948516118
HG00232,0.9075465003310021
HG00233,0.9050059497873696
HG00234,0.9197690298254477
HG00266,0.9127930959446089
HG01500,0.8773489796681646
HG01501,0.8760364199126208
HG01503,0.8799007120970846
HG01504,0.8979945391249556
HG01506,0.901438196211135
HG01507,0.9030518900045925
HG01509,0.8976960864071895
HG01510,0.8999149441753227
HG01512,0.9084183033020266
HG01513,0.9083785496795964
HG01515,0.8972388505458321
HG01516,0.9053794869135363
HG01518,0.9098825585453493
HG01524,0.8715777146080596
HG01527,0.8762023530917564
HG01528,0.8910123851999316
HG01530,0.8980443896258822
HG01536,0.8981208924910381
HG01537,0.8916177135294283
HG01605,0.8946159139742982
HG01606,0.8868140595190629
HG01607,0.8982287641061824
HG01608,0.8937821457254393
HG01613,0.9031238587186481
HG01615,0.8967918846438779
HG01617,0.8951093798608668
HG01618,0.8938754125487903
HG01619,0.8974202554337214
HG01620,0.8877743226304587
HG01623,0.8969137253949947
HG01624,0.8957641530670533
HG01625,0.8814810600353669
HG01626,0.881135272038866
HG01673,0.8972074781922246
HG01675,0.9181172152244116
HG01676,0.9077660501974747
HG01678,0.9116841179554234
HG01679,0.918441619753598
HG01680,0.9081847989609305
HG01682,0.9081206042460058
HG01684,0.9172007092393335
HG01685,0.8793001929807336
HG01686,0.9030472996451723
HG01694,0.8514479084405713
HG01695,0.8708543338187011
HG01697,0.8874715324649046
HG01699,0.8996824686596093
HG01700,0.891097607438456
HG01702,0.9105686415933474
HG01704,0.8697044573869108
HG01705,0.9011466174416085
HG01707,0.8795103304605792
HG01746,0.8986782023425351
HG01747,0.8830657411183369
HG01761,0.9135983142651227
HG01762,0.9013839262135294
HG01770,0.9077564053452508
HG01773,0.8999113990492791
HG02220,0.9008899093286049
HG02238,0.9099225293879564
HGDP00511,0.908359741612912
HGDP00512,0.8982662624138352
HGDP00513,0.8994077405144281
HGDP00514,0.8662518231598673
HGDP00515,0.9011630909173436
HGDP00516,0.8807469209373643
HGDP00517,0.895546434976132
HGDP00518,0.896145852548857
HGDP00519,0.8937965964198689
HGDP00522,0.8968172593927124
HGDP00523,0.8888188055110651
HGDP00524,0.9015050960990107
HGDP00525,0.888853692057087
HGDP00526,0.9053056040235079
HGDP00527,0.8623099164765816
HGDP00528,0.9079047701953552
HGDP00529,0.9003244016988514
HGDP00531,0.9163186994525782
HGDP00533,0.8913008833059085
HGDP00534,0.8979096550304453
HGDP00535,0.8888928697054178
HGDP00536,0.8774564529185112
HGDP00537,0.902403352115576
HGDP00538,0.8878458381379244
HGDP00539,0.9046101351571898
HGDP00557,0.7340567907345867
HGDP00558,0.6019036962706004
HGDP00559,0.7373352811908662
HGDP00560,0.7561481669587022
HGDP00561,0.7346733796153915
HGDP00562,0.7105551642358252
HGDP00563,0.7968688831193798
HGDP00564,0.7140990573198107
HGDP00565,0.6265321575055481
HGDP00566,0.7646399735031546
HGDP00567,0.6016549389834225
HGDP00568,0.6143274098320926
HGDP00569,0.7426465137615434
HGDP00571,0.745222346735023
HGDP00572,0.725130239376427
HGDP00573,0.7360903232137626
HGDP00574,0.6357075673698236
HGDP00575,0.7426406489118832
HGDP00577,0.5936799118816114
HGDP00578,0.7607907234812578
HGDP00579,0.8505249495149192
HGDP00580,0.7227350439232563
HGDP00582,0.7485919338095053
HGDP00583,0.6065755500282326
HGDP00584,0.7350264809031191
HGDP00586,0.7435920084322003
HGDP00587,0.7713691455286249
HGDP00588,0.6019523801635195
HGDP00591,0.6133945857328831
HGDP00594,0.6461299023776652
HGDP00595,0.7560798149482236
HGDP00597,0.7855138928841505
HGDP00598,0.7551530410551571
HGDP00599,0.734346627694471
HGDP00600,0.7878299672012544
HGDP00601,0.7484181024536058
HGDP00602,0.8165539711358294
HGDP00604,0.742525555764326
HGDP00606,0.7582530218345521
HGDP00607,0.9082943892477907
HGDP00608,0.8271205750976933
HGDP00609,0.8448633993964518
HGDP00610,0.9303252011399707
HGDP00611,0.8577368866153994
HGDP00612,0.929284135439455
HGDP00613,0.49490689036426816
HGDP00614,0.8317202954811656
HGDP00615,0.8390821379696277
HGDP00616,0.9286826809126874
HGDP00618,0.9262566175551653
HGDP00619,0.5932968559110565
HGDP00620,0.8606039935771412
HGDP00622,0.7857680043831796
HGDP00623,0.8066828235231307
HGDP00624,0.8323063526844432
HGDP00625,0.48770760037577376
HGDP00626,0.8395729130612674
HGDP00628,0.8281742210261158
HGDP00629,0.843521780063243
HGDP00630,0.8930831200465948
HGDP00631,0.9225297460722224
HGDP00632,0.8638651521342333
HGDP00634,0.8556784841869145
HGDP00635,0.8156380578437952
HGDP00636,0.9221695307377283
HGDP00637,0.8368314007599997
HGDP00638,0.8622102380083996
HGDP00639,0.5249216380818191
HGDP00640,0.8690746486053011
HGDP00641,0.9280526358059863
HGDP00642,0.8323726635044548
HGDP00643,0.927992147384072
HGDP00644,0.5035402483371387
HGDP00645,0.8452059355997128
HGDP00646,0.8610333513102681
HGDP00647,0.827730869662655
HGDP00648,0.9274102169796177
HGDP00649,0.922390528462658
HGDP00650,0.9202614061453844
HGDP00651,0.7917373506338281
HGDP00653,0.929382483665724
HGDP00654,0.6152312697954334
HGDP00666,0.9331948816109623
HGDP00667,0.9311036002554013
HGDP00668,0.9315444652418059
HGDP00669,0.9348883807772562
HGDP00670,0.9374397274647234
HGDP00671,0.9357286153843013
HGDP00672,0.9337335584134883
HGDP00673,0.9263309754038704
HGDP00674,0.9347403582077293
HGDP00675,0.7057445410453971
HGDP00676,0.8380411869279412
HGDP00677,0.7359440712526245
HGDP00679,0.7570355501800574
HGDP00680,0.865215323536213
HGDP00683,0.7115579238408973
HGDP00684,0.6119013006890925
HGDP00685,0.8311555723852095
HGDP00686,0.8386950334784048
HGDP00687,0.7697606176251862
HGDP00688,0.5367189116604536
HGDP00689,0.7875791532268847
HGDP00690,0.6888271975851687
HGDP00691,0.6655116653323593
HGDP00694,0.7945973731834449
HGDP00696,0.7685279814257746
HGDP00697,0.7509554863102487
HGDP00698,0.5903510755640009
HGDP00699,0.693756478757927
HGDP00700,0.517291634859314
HGDP00701,0.9304975599839618
HGDP00722,0.5414418284452994
HGDP00724,0.7180589626650136
HGDP00725,0.7167975848569134
HGDP00726,0.6185581033926105
HGDP00727,0.5599549310837242
HGDP00729,0.6989822626145761
HGDP00730,0.7431853443609924
HGDP00731,0.8152377452742287
HGDP00732,0.8144573216786529
HGDP00733,0.820046857525413
HGDP00734,0.6132954845821545
HGDP00735,0.663862085303351
HGDP00736,0.7736958497507084
HGDP00737,0.6955617992567213
HGDP00739,0.8388553149911078
HGDP00740,0.745190646102564
HGDP00741,0.6589714112131659
HGDP00745,0.5374347451546708
HGDP00794,0.9157641371904884
HGDP00796,0.9050356838967584
HGDP00797,0.8870617742230825
HGDP00798,0.9156432833976791
HGDP00799,0.9187454635325987
HGDP00800,0.8902093730686139
HGDP00802,0.9081493892348715
HGDP00803,0.9329064447420213
HGDP00805,0.9017924566662201
HGDP00806,0.8996133607224797
HGDP00807,0.9082955041117393
HGDP00808,0.9219064217662093
HGDP00810,0.901282447006369
HGDP00879,0.905067032147142
HGDP00880,0.9288266937991246
HGDP00882,0.9425437966124327
HGDP00883,0.942418846812663
HGDP00884,0.9300545413327698
HGDP00887,0.9425818693027519
HGDP00888,0.917067446498941
HGDP00889,0.935190921185428
HGDP00890,0.9357336342969752
HGDP00891,0.9323162744555444
HGDP00892,0.9242082797430053
HGDP00893,0.927165302200309
HGDP00894,0.9444726721766473
HGDP00895,0.9324514291296224
HGDP00896,0.9259004615663085
HGDP00897,0.9360971583221718
HGDP00898,0.9331210154664551
HGDP00899,0.9298058914794057
HGDP00900,0.9213741153397568
HGDP00901,0.933458421135159
HGDP00902,0.9277617298064443
HGDP00903,0.9300960703506546
HGDP01062,0.9346557857819978
HGDP01063,0.9345989091175234
HGDP01064,0.9301707939850027
HGDP01065,0.9317604571511011
HGDP01066,0.931397424071671
HGDP01067,0.9331123020973079
HGDP01068,0.929708843775151
HGDP01069,0.9360514241215465
HGDP01070,0.9342288337076564
HGDP01071,0.929038560021607
HGDP01072,0.93314704717396
HGDP01073,0.9371749535047179
HGDP01074,0.9351729395714007
HGDP01075,0.9369257101048477
HGDP01076,0.9339312959881069
HGDP01077,0.9321916569248002
HGDP01078,0.9287263964260144
HGDP01079,0.9377177535311341
HGDP01357,0.8972956380287143
HGDP01358,0.8998726564668725
HGDP01359,0.8996758797436251
HGDP01360,0.8966308944740013
HGDP01362,0.9101140049405689
HGDP01363,0.8938350286474928
HGDP01364,0.9061917370807366
HGDP01365,0.9016911707288229
HGDP01366,0.8984686762330194
HGDP01367,0.90917051176042
HGDP01368,0.9069885163446842
HGDP01370,0.9088870674846908
HGDP01371,0.8953419018561295
HGDP01373,0.8756982965596437
HGDP01374,0.8921042420129595
HGDP01375,0.9017511671463097
HGDP01377,0.8977604772898466
HGDP01378,0.893161625750615
HGDP01379,0.8984160773393287
HGDP01380,0.8889271961673678
HGDP01381,0.9040936327513288
HGDP01382,0.8926205098694635
HGDP01383,0.9112385764781605
HGDP01385,0.9062636168592796
HGDP01386,0.9036059714961309
HGDP01387,0.9081512572580601
HGDP01396,0.9221007899437624
HGDP01397,0.902978362395268
HGDP01398,0.9091555691899543
HGDP01399,0.9066794089620954
HGDP01400,0.9027120000815511
HGDP01401,0.8794576403005097
HGDP01402,0.901379391099489
HGDP01403,0.8982454684259529
HGDP01404,0.8895487729982892
HungarianC5,0.8979436550493758
HungarianD1,0.8870404520036554
HungarianE5,0.9089097889349569
HungarianH3,0.8769188390218715
ITS2,0.42461594560732596
ITS4,0.8427231834817753
ITS5,0.4249364363427708
ITS7,0.8201752333747392
IranianJew1132,0.8700115524325093
IranianJew1143,0.8995441065756599
IranianJew1159,0.8912499821373865
IranianJew1409,0.872883080879386
IranianJew1513,0.8968729342580564
IranianJew1556,0.886196685429397
IranianJew1557,0.8857593654442941
IranianJew1832,0.8748227417625531
IranianJew1845,0.883426618591044
Istanbul15781,0.7322520633232403
Istanbul17778,0.9033602486772345
Istanbul19185,0.8923052686044393
Istanbul19708,0.8944067881074166
Istanbul19810,0.8992310597087485
Istanbul20010,0.880338814269969
Istanbul20040,0.8927610235787009
Istanbul25081,0.8600532132046868
Istanbul25095,0.8630607227683254
Istanbul25098,0.809961902569771
Jordan214,0.791643938631832
Jordan307,0.7920541907458402
Jordan384,0.8098263804123084
Jordan445,0.47637547566742644
Jordan503,0.7262943245003652
Jordan543,0.4936406946987564
Jordan603,0.5858458059359153
Jordan62,0.8434093072919182
Jordan646,0.6763409776637479
Kayseri23271,0.8929076983887175
Kayseri23549,0.8749763852013784
Kayseri23892,0.874825748390931
Kayseri23967,0.8766159599329146
Kayseri24032,0.882034279782608
Kayseri24075,0.881636401007919
Kayseri24266,0.8895921989865073
Kayseri24276,0.8631949576953263
Kayseri24392,0.8755514608767486
Kayseri24402,0.8944094147452699
Lebanon1,0.8523154642563935
Lebanon2,0.8355177914172097
Lebanon3,0.5261522800290765
Lebanon4,0.7802998844470023
Lebanon5,0.8164667292618045
Lebanon6,0.6033894675399745
Lebanon7,0.78470516880086
Lebanon8,0.8506683625960954
LibyanJew1104,0.6366550229002452
LibyanJew1263,0.6398043152207883
LibyanJew1438,0.7354555169425628
LibyanJew1462,0.7449589414277333
LibyanJew1601,0.6025017702562308
LibyanJew1605,0.6229497963384718
LibyanJew1611,0.5972955284048266
LibyanJew1639,0.602547830129777
LibyanJew1659,0.634249541825899
LithuanianA1,0.9159530615568076
LithuanianD1,0.9209036644782003
LithuanianE2,0.9001688514288928
LithuanianF1,0.9352056191828452
Malta12AM91,0.8477016627825456
Malta15AM91,0.8269947646857692
Malta16AM91,0.8402926268150206
Malta17AM91,0.8372942857871057
Malta2AM91,0.7971667884699608
Malta4AM91,0.7936198022206404
Malta7AM91,0.8077180656372538
Malta8AM91,0.8275547375178759
Mordovians1,0.9407303839663477
Mordovians17,0.9333293862772201
Mordovians22,0.9334661671774914
Mordovians27,0.9420043805744048
Mordovians28,0.9428148523357411
Mordovians30,0.9421288930930595
Mordovians31,0.938300435556526
Mordovians32,0.9400680970574896
Mordovians4,0.9234014048516317
Mordovians5,0.9279396544921158
MoroccanJew4634,0.8105998244378423
MoroccanJew4683,0.8346468960624684
MoroccanJew4692,0.8469534458126489
MoroccanJew4789,0.8386549165829775
MoroccanJew5126,0.8408640056087744
MoroccanJew5168,0.8075326159948866
NA13626,0.9172321462824278
NA15199,0.8935865444806791
NA15200,0.8920806114775789
NA15201,0.8761294265772319
NA15202,0.9118762976238832
NA15203,0.9018678967926903
NA15204,0.8910410438054597
NA15205,0.8848450876764827
NA15206,0.8937332410422456
NA15207,0.8842863018777591
NA15208,0.8962906966128147
NA15724,0.9149122357332192
NA15725,0.900243973806168
NA15726,0.8999857115825058
NA15727,0.8924245872083187
NA15728,0.9015702404112965
NA15729,0.9254590635637547
NA15730,0.8867306835968639
NA15731,0.9276278630106254
NA15732,0.905178607693772
NA15733,0.8890477937601144
NA15755,0.8853760135880474
NA15756,0.9234330920449011
NA15757,0.9106182296657137
NA15758,0.9186841244733851
NA15759,0.9103894244300927
NA15760,0.9133598654969239
NA15761,0.9050902403720262
NA15762,0.926747272268852
NA15763,0.9336987585762182
NA15764,0.9137117198367068
NA15765,0.9173954271688601
NA15766,0.9312002511894593
NA17372,0.6548545118905598
NA17373,0.8369453042835008
NA17374,0.9058950702040954
NA17375,0.7973750752020291
NA17376,0.8618045468675511
NA17377,0.810785010500346
NOR101,0.9216366625908267
NOR106,0.916933272419795
NOR107,0.9289335006221908
NOR108,0.9235300209907666
NOR109,0.9239418348862808
NOR111,0.9233806163007785
NOR119,0.922075003973785
NOR124,0.9136760298762886
NOR126,0.9219635387873139
NOR146,0.9213919563770059
NOR148,0.9271949767394282
NorthOssetia11,0.9165658325982113
NorthOssetia12,0.8896560815905998
NorthOssetia14,0.9153377112938749
NorthOssetia17,0.8958155275186201
NorthOssetia19,0.9104196293434057
NorthOssetia2,0.9216645996895861
NorthOssetia3,0.9044094840401635
NorthOssetia5,0.9031380287225137
NorthOssetia8,0.9172607171379312
NorthOssetia9,0.9091805682621393
PV009,0.9083165363469471
PV010,0.9073801672828286
PV011,0.9058557945734209
PV012,0.9153245818755451
PV013,0.9213918481983668
PV014,0.913124472847297
PV015,0.898054646382766
PV016,0.9130455331236177
PV017,0.9109013968883745
PV018,0.9088176146966683
PV019,0.9300209791518135
PV020,0.9200348165931342
PV021,0.9285644283881794
PV022,0.9425340067779933
PV023,0.9367016699987889
PV024,0.9338344143466177
PV025,0.9306408610612277
PV026,0.9316321602632386
PV027,0.940242966602838
PV028,0.9326355059737038
PV029,0.9181617060162013
PV030,0.9186638065485168
PV031,0.9190036760729641
PV032,0.9225911371304589
PV033,0.9185522168695914
PV034,0.9153339139140557
PV035,0.9163732061616939
PV036,0.8927090459500583
PV037,0.8967322761758123
PV038,0.9143836569685125
SR23,0.9236804974768192
SR44,0.9273030400642517
SR48R,0.9290416687422222
SR60,0.9262949554165799
SR64,0.9317432897089365
SaudiA1,0.6487525710664239
SaudiA5,0.6456360894086295
SaudiA6,0.7248233324642746
SaudiA7,0.8165705785773166
SaudiA9,0.7770656109072761
SephardiJewTurkey4950,0.9324368205513882
SephardiJewTurkey4953,0.9053369092262198
SephardiJewTurkey4955,0.8865308808254079
SephardiJewTurkey5033,0.9323919485720719
SephardiJewTurkey5075,0.9115702468423619
SephardiJewTurkey5832,0.9295362356336236
SephardiJewTurkey5877,0.899440288058096
SephardiJewTurkey6077,0.8885625939462483
SouthFrench1112,0.9019995782429131
SouthFrench1323,0.8999210270400573
SouthFrench3068,0.8915899112609674
SouthFrench3326,0.9056334370285406
SouthFrench3947,0.8845260962525308
SouthFrench3951,0.909703355567384
SouthFrench4018,0.9073990706172977
TP04,0.9325562156448313
TP05,0.923816498848031
TP06,0.9360792141849613
TP07,0.9139794321060899
TP08,0.9167661417078667
TP25,0.9286599001203631
Trabzon21173,0.9044636446919194
Trabzon21174,0.8980700531012534
Trabzon21177,0.9062620016899448
Trabzon21515,0.9101015112967406
Trabzon21534,0.8940822428493207
Trabzon21544,0.9134105070806551
Trabzon21557,0.9154957642158439
Trabzon21575,0.9189979012233426
Trabzon21645,0.9032203783696678
TunisianJew1170,0.7114804951381581
TunisianJew1421,0.6893640392383634
TunisianJew1507,0.6988732350505912
TunisianJew1511,0.5647451925396558
TunisianJew1531,0.6337626582558046
TunisianJew1544,0.7855991365788806
TunisianJew1763,0.6643182194711748
Turkish4BA57,0.8806626236438544
Turkish7BA57,0.8650590805643378
Turkish8BA62,0.8450030570215774
Turkish9BA57,0.8877093875169543
UkrBel614,0.9437605858136346
UkrBel618,0.9426950823547947
UkrBel620,0.9163010174386841
UkrBel622,0.9326753467127834
UkrBel733,0.9256346900703727
UkrBel736,0.9025972235460087
UkrLv228,0.8923705497997712
UkrLv237,0.8818586893983347
UkrLv240,0.6529774490754603
YemeniteJew4667,0.6612748215680091
YemeniteJew4675,0.7591160419188218
YemeniteJew4684,0.8818530910430472
YemeniteJew4695,0.846753559340996
YemeniteJew4937,0.6494798660495847
YemeniteJew4938,0.8209620490910058
YemeniteJew4960,0.6411235525058601
YemeniteJew5433,0.7817047650335784
abh107,0.9134626435449262
abh119,0.8976589812893603
abh122,0.8927578145389565
abh133,0.9086799878954609
abh147,0.9205076058593501
abh154,0.9071525409137013
abh24,0.9213311755171446
abh27,0.8922540707273002
abh41,0.788362713594186
armenia102,0.8898319500250027
armenia106,0.9146771317001693
armenia139,0.8923101793694742
armenia162,0.8862161205188831
armenia176,0.8944869147487589
armenia191,0.9025935524755331
armenia279,0.8881549603624743
armenia293,0.8852759659937571
armenia86,0.9014629585266808
armenia91,0.9073043097455714
bal102,0.9225671266806831
bal124,0.9058065563686712
bal136,0.9027290847013993
bal22,0.9005749266175761
bal41,0.9051342641075423
bal42,0.9067378472130551
bal45,0.9097828203909737
bal50,0.9029965362440147
bal64,0.9259157514439588
bal97,0.9159735479408643
bel110c,0.917714070611152
bel23s,0.9043336483589395
bel30s,0.9051200157380711
bel43s,0.9190038752251234
bel72c,0.9214977036607757
bel82s,0.9081146628322773
bel8s,0.9273032977506083
bel93c,0.9174898409597723
belarusian23vp,0.9188842883106793
belarusian47zp,0.9218884589661672
cay007,0.8067232807563445
cay011,0.6094920218475091
cay012,0.590237470278363
cay013,0.7125162796168462
cay014,0.5374522648357769
cay015,0.5390449463995732
cay016,0.6270045967714254
cay018,0.6277320355326329
cay020,0.5794228309902835
cay022,0.5618401148337542
cay027,0.5843842315302556
cay033,0.49277243248349245
cay1820,0.6546189908664541
ch113,0.9048435568112814
ch126,0.90850074061403
ch16,0.9216198280763845
ch174,0.9262164881427456
ch179,0.926967392183148
ch193,0.938806603594854
ch21,0.9037973483525469
ch3,0.9032886206796777
ch31,0.9018725262307028
hungary15,0.8758731044533237
hungary2,0.8915283686467619
hungary20,0.8945976057297353
hungary3,0.8841624606452673
hungary6,0.8604953518760962
hungary7,0.8704950026507836
iran11,0.9219692528874259
iran14,0.9013087071553968
iran16,0.9216617254229557
iran17,0.8853968247587631
iran19,0.8948962389794248
iran2,0.9311811102050379
iran20,0.899941482016469
iran3,0.8997921848511481
kumyks40,0.8865743774672731
kumyks41,0.8970672744037027
kumyks44,0.9141729918422129
kumyks90,0.8988350105476486
kumyks93,0.9296677838086023
kumyks94,0.9313683935225987
kumyks97,0.914584159562581
kumyks98,0.9079187900936438
lez31,0.9275161005940129
lez33,0.9198568003138254
lez36,0.8892173824596004
lez37,0.9306833478526474
lez38,0.5722266517366328
lez40,0.9341158279628938
lez49,0.9132706189023911
lez7,0.9253458448511235
lez9,0.9209709387485376
lithuania1,0.9200272524832638
lithuania10,0.9217434905356291
lithuania2,0.9077110661974918
lithuania3,0.8987451978306985
lithuania8,0.9161244234137539
lithuania9,0.9285704041106575
mg22,0.9062825016159796
mg23,0.9086616961826364
mg27,0.9079298772745765
mg31,0.906509593058924
mg34,0.9015446556842092
mg40,0.8937588521018025
mg43,0.8969411717090877
mg47,0.8885973537512851
mg49,0.898270993358886
mg62,0.9047202412782801
saudi1403,0.6526006283734946
saudi1424,0.7320877479464125
saudi1434,0.6243777579877201
syria361,0.8845307528615832
syria4,0.8060152921011429
syria461,0.833284980955334
syria464,0.6091061471547923
syria485,0.6756463187583457
syria520,0.8296481354959561
syria6,0.7668027672807223
syria7,0.7906017037509814
